,month_details,stock,stock_name,month
28791,2013-03,601899,紫金矿业,180
28792,2013-03,601901,方正证券,180
28793,2013-03,601933,永辉超市,180
28794,2013-03,601939,建设银行,180
28795,2013-03,601988,中国银行,180
28796,2013-03,601989,中国重工,180
28797,2013-03,601998,中信银行,180
28798,2013-04,000728,国元证券,181
28799,2013-04,002673,西部证券,181
28800,2013-04,600118,中国卫星,181
28801,2013-04,600340,华夏幸福,181
28802,2013-04,600703,三安光电,181
28803,2013-04,601555,东吴证券,181
28804,2013-04,002146,荣盛发展,181
28805,2013-04,600066,宇通客车,181
28806,2013-04,600068,葛洲坝,181
28807,2013-04,600177,雅戈尔,181
28808,2013-04,600208,新湖中宝,181
28809,2013-04,600271,航天信息,181
28810,2013-04,600369,西南证券,181
28811,2013-04,600637,东方明珠,181
28812,2013-04,000709,河钢股份,181
28813,2013-04,600089,特变电工,181
28814,2013-04,600170,上海建工,181
28815,2013-04,600188,兖州煤业,181
28816,2013-04,600221,海航控股,181
28817,2013-04,600372,中航电子,181
28818,2013-04,600583,海油工程,181
28819,2013-04,600674,川投能源,181
28820,2013-04,601018,宁波港,181
28821,2013-04,000423,东阿阿胶,181
28822,2013-04,000630,铜陵有色,181
28823,2013-04,002081,金螳螂,181
28824,2013-04,600100,同方股份,181
28825,2013-04,600153,建发股份,181
28826,2013-04,600535,天士力,181
28827,2013-04,000402,金融街,181
28828,2013-04,600415,小商品城,181
28829,2013-04,000792,盐湖股份,181
28830,2013-04,600157,永泰能源,181
28831,2013-04,600518,康美药业,181
28832,2013-04,600739,辽宁成大,181
28833,2013-04,601333,广深铁路,181
28834,2013-04,000060,中金岭南,181
28835,2013-04,000623,吉林敖东,181
28836,2013-04,002385,大北农,181
28837,2013-04,002500,山西证券,181
28838,2013-04,600804,鹏博士,181
28839,2013-04,601866,中远海发,181
28840,2013-04,601958,金钼股份,181
28841,2013-04,000686,东北证券,181
28842,2013-04,000750,国海证券,181
28843,2013-04,600649,城投控股,181
28844,2013-04,600827,百联股份,181
28845,2013-04,601118,海南橡胶,181
28846,2013-04,000009,中国宝安,181
28847,2013-04,600150,中国船舶,181
28848,2013-04,600256,广汇能源,181
28849,2013-04,600718,东软集团,181
28850,2013-04,000039,中集集团,181
28851,2013-04,000061,农产品,181
28852,2013-04,000778,新兴铸管,181
28853,2013-04,000800,一汽解放,181
28854,2013-04,600252,中恒集团,181
28855,2013-04,600783,鲁信创投,181
28856,2013-04,600839,四川长虹,181
28857,2013-04,600873,梅花集团,181
28858,2013-04,600875,东方电气,181
28859,2013-04,601258,庞大集团,181
28860,2013-04,601928,凤凰传媒,181
28861,2013-04,000729,燕京啤酒,181
28862,2013-04,000999,华润三九,181
28863,2013-04,002399,海普瑞,181
28864,2013-04,002422,科伦药业,181
28865,2013-04,600011,华能国际,181
28866,2013-04,600027,华电国际,181
28867,2013-04,600600,青岛啤酒,181
28868,2013-04,600642,申能股份,181
28869,2013-04,600863,内蒙华电,181
28870,2013-04,601098,中南传媒,181
28871,2013-04,601117,中国化学,181
28872,2013-04,601808,中海油服,181
28873,2013-04,601898,中煤能源,181
28874,2013-04,601992,金隅集团,181
28875,2013-04,000581,威孚高科,181
28876,2013-04,000629,攀钢钒钛,181
28877,2013-04,000937,冀中能源,181
28878,2013-04,000983,山西焦煤,181
28879,2013-04,002038,双鹭药业,181
28880,2013-04,002353,杰瑞股份,181
28881,2013-04,002375,亚厦股份,181
28882,2013-04,600166,福田汽车,181
28883,2013-04,600315,上海家化,181
28884,2013-04,600549,厦门钨业,181
28885,2013-04,601158,重庆水务,181
28886,2013-04,601699,潞安环能,181
28887,2013-04,000024,招商地产,181
28888,2013-04,000839,中信国安,181
28889,2013-04,000878,云南铜业,181
28890,2013-04,000960,锡业股份,181
28891,2013-04,000970,中科三环,181
28892,2013-04,002001,新和成,181
28893,2013-04,002310,东方园林,181
28894,2013-04,002344,海宁皮城,181
28895,2013-04,002570,贝因美,181
28896,2013-04,600108,亚盛集团,181
28897,2013-04,600316,洪都航空,181
28898,2013-04,600348,华阳股份,181
28899,2013-04,600497,驰宏锌锗,181
28900,2013-04,600516,方大炭素,181
28901,2013-04,600809,山西汾酒,181
28902,2013-04,601168,西部矿业,181
28903,2013-04,000401,冀东水泥,181
28904,2013-04,000869,张裕,181
28905,2013-04,002603,以岭药业,181
28906,2013-04,600058,五矿发展,181
28907,2013-04,600143,金发科技,181
28908,2013-04,600267,海正药业,181
28909,2013-04,600395,盘江股份,181
28910,2013-04,600498,烽火通信,181
28911,2013-04,600655,豫园股份,181
28912,2013-04,600664,哈药股份,181
28913,2013-04,601299,中国北车,181
28914,2013-04,600832,明珠集团,181
28915,2013-04,000562,宏源证券,181
28916,2013-04,000012,南玻集团,181
28917,2013-04,000718,苏宁环球,181
28918,2013-04,000758,中色股份,181
28919,2013-04,000961,中南建设,181
28920,2013-04,002106,莱宝高科,181
28921,2013-04,600062,华润双鹤,181
28922,2013-04,600096,云天化,181
28923,2013-04,600123,兰花科创,181
28924,2013-04,600216,浙江医药,181
28925,2013-04,600219,南山铝业,181
28926,2013-04,600259,广晟有色,181
28927,2013-04,600376,首开股份,181
28928,2013-04,600546,山煤国际,181
28929,2013-04,600895,张江高科,181
28930,2013-04,601238,广汽集团,181
28931,2013-04,601666,平煤股份,181
28932,2013-04,601918,新集能源,181
28933,2013-04,000046,泛海控股,181
28934,2013-04,000528,柳工,181
28935,2013-04,000596,古井贡酒,181
28936,2013-04,000703,恒逸石化,181
28937,2013-04,000933,神火煤电,181
28938,2013-04,002069,獐子岛,181
28939,2013-04,002155,湖南黄金,181
28940,2013-04,002299,圣农发展,181
28941,2013-04,002431,棕榈股份,181
28942,2013-04,600160,巨化股份,181
28943,2013-04,600266,北京城建,181
28944,2013-04,600528,中铁工业,181
28945,2013-04,600582,天地科技,181
28946,2013-04,600598,北大荒,181
28947,2013-04,600694,大商股份,181
28948,2013-04,600811,东方集团,181
28949,2013-04,600859,王府井,181
28950,2013-04,600970,中材国际,181
28951,2013-04,600971,恒源煤电,181
28952,2013-04,600997,开滦股份,181
28953,2013-04,601001,晋控煤业,181
28954,2013-04,601099,太平洋,181
28955,2013-04,601101,昊华能源,181
28956,2013-04,601106,中国一重,181
28957,2013-04,601369,陕鼓动力,181
28958,2013-04,601717,郑煤机,181
28959,2013-04,000059,华锦股份,181
28960,2013-04,000422,湖北宜化,181
28961,2013-04,000780,平庄能源,181
28962,2013-04,000807,云铝股份,181
28963,2013-04,000883,湖北能源,181
28964,2013-04,000969,安泰科技,181
28965,2013-04,002092,中泰化学,181
28966,2013-04,002128,露天煤业,181
28967,2013-04,002378,章源钨业,181
28968,2013-04,600005,武钢股份,181
28969,2013-04,600125,铁龙物流,181
28970,2013-04,600132,重庆啤酒,181
28971,2013-04,600169,太原重工,181
28972,2013-04,600432,吉恩镍业,181
28973,2013-04,600508,上海能源,181
28974,2013-04,600550,保变电气,181
28975,2013-04,600779,水井坊,181
28976,2013-04,600881,亚泰集团,181
28977,2013-04,601788,光大证券,181
28978,2013-04,000527,美的电器,181
28979,2013-04,000559,万向钱潮,181
28980,2013-04,000825,太钢不锈,181
28981,2013-04,000898,鞍钢股份,181
28982,2013-04,000968,蓝焰控股,181
28983,2013-04,002073,软控股份,181
28984,2013-04,002122,天马股份,181
28985,2013-04,002405,四维图新,181
28986,2013-04,600022,山东钢铁,181
28987,2013-04,600037,歌华有线,181
28988,2013-04,600331,宏达股份,181
28989,2013-04,600456,宝钛股份,181
28990,2013-04,600770,综艺股份,181
28991,2013-04,601179,中国西电,181
28992,2013-04,601216,君正集团,181
28993,2013-04,601233,桐昆股份,181
28994,2013-04,601558,华锐风电,181
28995,2013-04,000001,平安银行,181
28996,2013-04,000002,万科,181
28997,2013-04,000063,中兴通讯,181
28998,2013-04,000069,华侨城,181
28999,2013-04,000100,TCL科技,181
29000,2013-04,000157,中联重科,181
29001,2013-04,000338,潍柴动力,181
29002,2013-04,000425,徐工机械,181
29003,2013-04,000538,云南白药,181
29004,2013-04,000568,泸州老窖,181
29005,2013-04,000625,长安汽车,181
29006,2013-04,000651,格力电器,181
29007,2013-04,000725,京东方,181
29008,2013-04,000768,中航西飞,181
29009,2013-04,000776,广发证券,181
29010,2013-04,000783,长江证券,181
29011,2013-04,000858,五粮液,181
29012,2013-04,000876,新希望,181
29013,2013-04,000895,双汇发展,181
29014,2013-04,002007,华兰生物,181
29015,2013-04,002024,苏宁易购,181
29016,2013-04,002142,宁波银行,181
29017,2013-04,002202,金风科技,181
29018,2013-04,002236,大华股份,181
29019,2013-04,002241,歌尔股份,181
29020,2013-04,002304,洋河股份,181
29021,2013-04,002415,海康威视,181
29022,2013-04,002594,比亚迪,181
29023,2013-04,600000,浦发银行,181
29024,2013-04,600009,上海机场,181
29025,2013-04,600010,包钢股份,181
29026,2013-04,600015,华夏银行,181
29027,2013-04,600016,民生银行,181
29028,2013-04,600019,宝钢股份,181
29029,2013-04,600028,中国石化,181
29030,2013-04,600029,南方航空,181
29031,2013-04,600030,中信证券,181
29032,2013-04,600031,三一重工,181
29033,2013-04,600036,招商银行,181
29034,2013-04,600048,保利发展,181
29035,2013-04,600050,中国联通,181
29036,2013-04,600085,同仁堂,181
29037,2013-04,600104,上汽集团,181
29038,2013-04,600109,国金证券,181
29039,2013-04,600111,北方稀土,181
29040,2013-04,600115,中国东航,181
29041,2013-04,600196,复星医药,181
29042,2013-04,600276,恒瑞医药,181
29043,2013-04,600309,万华化学,181
29044,2013-04,600352,浙江龙盛,181
29045,2013-04,600362,江西铜业,181
29046,2013-04,600383,金地集团,181
29047,2013-04,600406,国电南瑞,181
29048,2013-04,600489,中金黄金,181
29049,2013-04,600519,贵州茅台,181
29050,2013-04,600547,山东黄金,181
29051,2013-04,600585,海螺水泥,181
29052,2013-04,600588,用友网络,181
29053,2013-04,600660,福耀玻璃,181
29054,2013-04,600690,海尔智家,181
29055,2013-04,600741,华域汽车,181
29056,2013-04,600795,国电电力,181
29057,2013-04,600837,海通证券,181
29058,2013-04,600886,国投电力,181
29059,2013-04,600887,伊利股份,181
29060,2013-04,600893,航发动力,181
29061,2013-04,600900,长江电力,181
29062,2013-04,600999,招商证券,181
29063,2013-04,601006,大秦铁路,181
29064,2013-04,601009,南京银行,181
29065,2013-04,601088,中国神华,181
29066,2013-04,601111,中国国航,181
29067,2013-04,601166,兴业银行,181
29068,2013-04,601169,北京银行,181
29069,2013-04,601186,中国铁建,181
29070,2013-04,601288,农业银行,181
29071,2013-04,601318,中国平安,181
29072,2013-04,601328,交通银行,181
29073,2013-04,601336,新华保险,181
29074,2013-04,601377,兴业证券,181
29075,2013-04,601390,中国中铁,181
29076,2013-04,601398,工商银行,181
29077,2013-04,601600,中国铝业,181
29078,2013-04,601601,中国太保,181
29079,2013-04,601607,上海医药,181
29080,2013-04,601618,中国中冶,181
29081,2013-04,601628,中国人寿,181
29082,2013-04,601633,长城汽车,181
29083,2013-04,601668,中国建筑,181
29084,2013-04,601669,中国电建,181
29085,2013-04,601688,华泰证券,181
29086,2013-04,601766,中国中车,181
29087,2013-04,601800,中国交建,181
29088,2013-04,601818,光大银行,181
29089,2013-04,601857,中国石油,181
29090,2013-04,601888,中国中免,181
29091,2013-04,601899,紫金矿业,181
29092,2013-04,601901,方正证券,181
29093,2013-04,601933,永辉超市,181
29094,2013-04,601939,建设银行,181
29095,2013-04,601988,中国银行,181
29096,2013-04,601989,中国重工,181
29097,2013-04,601998,中信银行,181
29098,2013-05,000728,国元证券,182
29099,2013-05,002673,西部证券,182
29100,2013-05,600118,中国卫星,182
29101,2013-05,600340,华夏幸福,182
29102,2013-05,600703,三安光电,182
29103,2013-05,601555,东吴证券,182
29104,2013-05,002146,荣盛发展,182
29105,2013-05,600066,宇通客车,182
29106,2013-05,600068,葛洲坝,182
29107,2013-05,600177,雅戈尔,182
29108,2013-05,600208,新湖中宝,182
29109,2013-05,600271,航天信息,182
29110,2013-05,600369,西南证券,182
29111,2013-05,600637,东方明珠,182
29112,2013-05,000709,河钢股份,182
29113,2013-05,600089,特变电工,182
29114,2013-05,600170,上海建工,182
29115,2013-05,600188,兖州煤业,182
29116,2013-05,600221,海航控股,182
29117,2013-05,600372,中航电子,182
29118,2013-05,600583,海油工程,182
29119,2013-05,600674,川投能源,182
29120,2013-05,601018,宁波港,182
29121,2013-05,000423,东阿阿胶,182
29122,2013-05,000630,铜陵有色,182
29123,2013-05,002081,金螳螂,182
29124,2013-05,600100,同方股份,182
29125,2013-05,600153,建发股份,182
29126,2013-05,600535,天士力,182
29127,2013-05,000402,金融街,182
29128,2013-05,600415,小商品城,182
29129,2013-05,000792,盐湖股份,182
29130,2013-05,600157,永泰能源,182
29131,2013-05,600518,康美药业,182
29132,2013-05,600739,辽宁成大,182
29133,2013-05,601333,广深铁路,182
29134,2013-05,000060,中金岭南,182
29135,2013-05,000623,吉林敖东,182
29136,2013-05,002385,大北农,182
29137,2013-05,002500,山西证券,182
29138,2013-05,600804,鹏博士,182
29139,2013-05,601866,中远海发,182
29140,2013-05,601958,金钼股份,182
29141,2013-05,000686,东北证券,182
29142,2013-05,000750,国海证券,182
29143,2013-05,600649,城投控股,182
29144,2013-05,600827,百联股份,182
29145,2013-05,601118,海南橡胶,182
29146,2013-05,000009,中国宝安,182
29147,2013-05,600150,中国船舶,182
29148,2013-05,600256,广汇能源,182
29149,2013-05,600718,东软集团,182
29150,2013-05,000039,中集集团,182
29151,2013-05,000061,农产品,182
29152,2013-05,000778,新兴铸管,182
29153,2013-05,000800,一汽解放,182
29154,2013-05,600252,中恒集团,182
29155,2013-05,600783,鲁信创投,182
29156,2013-05,600839,四川长虹,182
29157,2013-05,600873,梅花集团,182
29158,2013-05,600875,东方电气,182
29159,2013-05,601258,庞大集团,182
29160,2013-05,601928,凤凰传媒,182
29161,2013-05,000729,燕京啤酒,182
29162,2013-05,000999,华润三九,182
29163,2013-05,002399,海普瑞,182
29164,2013-05,002422,科伦药业,182
29165,2013-05,600011,华能国际,182
29166,2013-05,600027,华电国际,182
29167,2013-05,600600,青岛啤酒,182
29168,2013-05,600642,申能股份,182
29169,2013-05,600863,内蒙华电,182
29170,2013-05,601098,中南传媒,182
29171,2013-05,601117,中国化学,182
29172,2013-05,601808,中海油服,182
29173,2013-05,601898,中煤能源,182
29174,2013-05,601992,金隅集团,182
29175,2013-05,000581,威孚高科,182
29176,2013-05,000629,攀钢钒钛,182
29177,2013-05,000937,冀中能源,182
29178,2013-05,000983,山西焦煤,182
29179,2013-05,002038,双鹭药业,182
29180,2013-05,002353,杰瑞股份,182
29181,2013-05,002375,亚厦股份,182
29182,2013-05,600166,福田汽车,182
29183,2013-05,600315,上海家化,182
29184,2013-05,600549,厦门钨业,182
29185,2013-05,601158,重庆水务,182
29186,2013-05,601699,潞安环能,182
29187,2013-05,000024,招商地产,182
29188,2013-05,000839,中信国安,182
29189,2013-05,000878,云南铜业,182
29190,2013-05,000960,锡业股份,182
29191,2013-05,000970,中科三环,182
29192,2013-05,002001,新和成,182
29193,2013-05,002310,东方园林,182
29194,2013-05,002344,海宁皮城,182
29195,2013-05,002570,贝因美,182
29196,2013-05,600108,亚盛集团,182
29197,2013-05,600316,洪都航空,182
29198,2013-05,600348,华阳股份,182
29199,2013-05,600497,驰宏锌锗,182
29200,2013-05,600516,方大炭素,182
29201,2013-05,600809,山西汾酒,182
29202,2013-05,601168,西部矿业,182
29203,2013-05,000401,冀东水泥,182
29204,2013-05,000869,张裕,182
29205,2013-05,002603,以岭药业,182
29206,2013-05,600058,五矿发展,182
29207,2013-05,600143,金发科技,182
29208,2013-05,600267,海正药业,182
29209,2013-05,600395,盘江股份,182
29210,2013-05,600498,烽火通信,182
29211,2013-05,600655,豫园股份,182
29212,2013-05,600664,哈药股份,182
29213,2013-05,601299,中国北车,182
29214,2013-05,600832,明珠集团,182
29215,2013-05,000562,宏源证券,182
29216,2013-05,000012,南玻集团,182
29217,2013-05,000718,苏宁环球,182
29218,2013-05,000758,中色股份,182
29219,2013-05,000961,中南建设,182
29220,2013-05,002106,莱宝高科,182
29221,2013-05,600062,华润双鹤,182
29222,2013-05,600096,云天化,182
29223,2013-05,600123,兰花科创,182
29224,2013-05,600216,浙江医药,182
29225,2013-05,600219,南山铝业,182
29226,2013-05,600259,广晟有色,182
29227,2013-05,600376,首开股份,182
29228,2013-05,600546,山煤国际,182
29229,2013-05,600895,张江高科,182
29230,2013-05,601238,广汽集团,182
29231,2013-05,601666,平煤股份,182
29232,2013-05,601918,新集能源,182
29233,2013-05,000046,泛海控股,182
29234,2013-05,000528,柳工,182
29235,2013-05,000596,古井贡酒,182
29236,2013-05,000703,恒逸石化,182
29237,2013-05,000933,神火煤电,182
29238,2013-05,002069,獐子岛,182
29239,2013-05,002155,湖南黄金,182
29240,2013-05,002299,圣农发展,182
29241,2013-05,002431,棕榈股份,182
29242,2013-05,600160,巨化股份,182
29243,2013-05,600266,北京城建,182
29244,2013-05,600528,中铁工业,182
29245,2013-05,600582,天地科技,182
29246,2013-05,600598,北大荒,182
29247,2013-05,600694,大商股份,182
29248,2013-05,600811,东方集团,182
29249,2013-05,600859,王府井,182
29250,2013-05,600970,中材国际,182
29251,2013-05,600971,恒源煤电,182
29252,2013-05,600997,开滦股份,182
29253,2013-05,601001,晋控煤业,182
29254,2013-05,601099,太平洋,182
29255,2013-05,601101,昊华能源,182
29256,2013-05,601106,中国一重,182
29257,2013-05,601369,陕鼓动力,182
29258,2013-05,601717,郑煤机,182
29259,2013-05,000059,华锦股份,182
29260,2013-05,000422,湖北宜化,182
29261,2013-05,000780,平庄能源,182
29262,2013-05,000807,云铝股份,182
29263,2013-05,000883,湖北能源,182
29264,2013-05,000969,安泰科技,182
29265,2013-05,002092,中泰化学,182
29266,2013-05,002128,露天煤业,182
29267,2013-05,002378,章源钨业,182
29268,2013-05,600005,武钢股份,182
29269,2013-05,600125,铁龙物流,182
29270,2013-05,600132,重庆啤酒,182
29271,2013-05,600169,太原重工,182
29272,2013-05,600432,吉恩镍业,182
29273,2013-05,600508,上海能源,182
29274,2013-05,600550,保变电气,182
29275,2013-05,600779,水井坊,182
29276,2013-05,600881,亚泰集团,182
29277,2013-05,601788,光大证券,182
29278,2013-05,000527,美的电器,182
29279,2013-05,000559,万向钱潮,182
29280,2013-05,000825,太钢不锈,182
29281,2013-05,000898,鞍钢股份,182
29282,2013-05,000968,蓝焰控股,182
29283,2013-05,002073,软控股份,182
29284,2013-05,002122,天马股份,182
29285,2013-05,002405,四维图新,182
29286,2013-05,600022,山东钢铁,182
29287,2013-05,600037,歌华有线,182
29288,2013-05,600331,宏达股份,182
29289,2013-05,600456,宝钛股份,182
29290,2013-05,600770,综艺股份,182
29291,2013-05,601179,中国西电,182
29292,2013-05,601216,君正集团,182
29293,2013-05,601233,桐昆股份,182
29294,2013-05,601558,华锐风电,182
29295,2013-05,000001,平安银行,182
29296,2013-05,000002,万科,182
29297,2013-05,000063,中兴通讯,182
29298,2013-05,000069,华侨城,182
29299,2013-05,000100,TCL科技,182
29300,2013-05,000157,中联重科,182
29301,2013-05,000338,潍柴动力,182
29302,2013-05,000425,徐工机械,182
29303,2013-05,000538,云南白药,182
29304,2013-05,000568,泸州老窖,182
29305,2013-05,000625,长安汽车,182
29306,2013-05,000651,格力电器,182
29307,2013-05,000725,京东方,182
29308,2013-05,000768,中航西飞,182
29309,2013-05,000776,广发证券,182
29310,2013-05,000783,长江证券,182
29311,2013-05,000858,五粮液,182
29312,2013-05,000876,新希望,182
29313,2013-05,000895,双汇发展,182
29314,2013-05,002007,华兰生物,182
29315,2013-05,002024,苏宁易购,182
29316,2013-05,002142,宁波银行,182
29317,2013-05,002202,金风科技,182
29318,2013-05,002236,大华股份,182
29319,2013-05,002241,歌尔股份,182
29320,2013-05,002304,洋河股份,182
29321,2013-05,002415,海康威视,182
29322,2013-05,002594,比亚迪,182
29323,2013-05,600000,浦发银行,182
29324,2013-05,600009,上海机场,182
29325,2013-05,600010,包钢股份,182
29326,2013-05,600015,华夏银行,182
29327,2013-05,600016,民生银行,182
29328,2013-05,600019,宝钢股份,182
29329,2013-05,600028,中国石化,182
29330,2013-05,600029,南方航空,182
29331,2013-05,600030,中信证券,182
29332,2013-05,600031,三一重工,182
29333,2013-05,600036,招商银行,182
29334,2013-05,600048,保利发展,182
29335,2013-05,600050,中国联通,182
29336,2013-05,600085,同仁堂,182
29337,2013-05,600104,上汽集团,182
29338,2013-05,600109,国金证券,182
29339,2013-05,600111,北方稀土,182
29340,2013-05,600115,中国东航,182
29341,2013-05,600196,复星医药,182
29342,2013-05,600276,恒瑞医药,182
29343,2013-05,600309,万华化学,182
29344,2013-05,600352,浙江龙盛,182
29345,2013-05,600362,江西铜业,182
29346,2013-05,600383,金地集团,182
29347,2013-05,600406,国电南瑞,182
29348,2013-05,600489,中金黄金,182
29349,2013-05,600519,贵州茅台,182
29350,2013-05,600547,山东黄金,182
29351,2013-05,600585,海螺水泥,182
29352,2013-05,600588,用友网络,182
29353,2013-05,600660,福耀玻璃,182
29354,2013-05,600690,海尔智家,182
29355,2013-05,600741,华域汽车,182
29356,2013-05,600795,国电电力,182
29357,2013-05,600837,海通证券,182
29358,2013-05,600886,国投电力,182
29359,2013-05,600887,伊利股份,182
29360,2013-05,600893,航发动力,182
29361,2013-05,600900,长江电力,182
29362,2013-05,600999,招商证券,182
29363,2013-05,601006,大秦铁路,182
29364,2013-05,601009,南京银行,182
29365,2013-05,601088,中国神华,182
29366,2013-05,601111,中国国航,182
29367,2013-05,601166,兴业银行,182
29368,2013-05,601169,北京银行,182
29369,2013-05,601186,中国铁建,182
29370,2013-05,601288,农业银行,182
29371,2013-05,601318,中国平安,182
29372,2013-05,601328,交通银行,182
29373,2013-05,601336,新华保险,182
29374,2013-05,601377,兴业证券,182
29375,2013-05,601390,中国中铁,182
29376,2013-05,601398,工商银行,182
29377,2013-05,601600,中国铝业,182
29378,2013-05,601601,中国太保,182
29379,2013-05,601607,上海医药,182
29380,2013-05,601618,中国中冶,182
29381,2013-05,601628,中国人寿,182
29382,2013-05,601633,长城汽车,182
29383,2013-05,601668,中国建筑,182
29384,2013-05,601669,中国电建,182
29385,2013-05,601688,华泰证券,182
29386,2013-05,601766,中国中车,182
29387,2013-05,601800,中国交建,182
29388,2013-05,601818,光大银行,182
29389,2013-05,601857,中国石油,182
29390,2013-05,601888,中国中免,182
29391,2013-05,601899,紫金矿业,182
29392,2013-05,601901,方正证券,182
29393,2013-05,601933,永辉超市,182
29394,2013-05,601939,建设银行,182
29395,2013-05,601988,中国银行,182
29396,2013-05,601989,中国重工,182
29397,2013-05,601998,中信银行,182
29398,2013-06,000728,国元证券,183
29399,2013-06,002673,西部证券,183
29400,2013-06,600118,中国卫星,183
29401,2013-06,600340,华夏幸福,183
29402,2013-06,600703,三安光电,183
29403,2013-06,601555,东吴证券,183
29404,2013-06,002146,荣盛发展,183
29405,2013-06,600066,宇通客车,183
29406,2013-06,600068,葛洲坝,183
29407,2013-06,600177,雅戈尔,183
29408,2013-06,600208,新湖中宝,183
29409,2013-06,600271,航天信息,183
29410,2013-06,600369,西南证券,183
29411,2013-06,600637,东方明珠,183
29412,2013-06,000709,河钢股份,183
29413,2013-06,600089,特变电工,183
29414,2013-06,600170,上海建工,183
29415,2013-06,600188,兖州煤业,183
29416,2013-06,600221,海航控股,183
29417,2013-06,600372,中航电子,183
29418,2013-06,600583,海油工程,183
29419,2013-06,600674,川投能源,183
29420,2013-06,601018,宁波港,183
29421,2013-06,000423,东阿阿胶,183
29422,2013-06,000630,铜陵有色,183
29423,2013-06,002081,金螳螂,183
29424,2013-06,600100,同方股份,183
29425,2013-06,600153,建发股份,183
29426,2013-06,600535,天士力,183
29427,2013-06,000402,金融街,183
29428,2013-06,600415,小商品城,183
29429,2013-06,000792,盐湖股份,183
29430,2013-06,600157,永泰能源,183
29431,2013-06,600518,康美药业,183
29432,2013-06,600739,辽宁成大,183
29433,2013-06,601333,广深铁路,183
29434,2013-06,000060,中金岭南,183
29435,2013-06,000623,吉林敖东,183
29436,2013-06,002385,大北农,183
29437,2013-06,002500,山西证券,183
29438,2013-06,600804,鹏博士,183
29439,2013-06,601866,中远海发,183
29440,2013-06,601958,金钼股份,183
29441,2013-06,000686,东北证券,183
29442,2013-06,000750,国海证券,183
29443,2013-06,600649,城投控股,183
29444,2013-06,600827,百联股份,183
29445,2013-06,601118,海南橡胶,183
29446,2013-06,000009,中国宝安,183
29447,2013-06,600150,中国船舶,183
29448,2013-06,600256,广汇能源,183
29449,2013-06,600718,东软集团,183
29450,2013-06,000039,中集集团,183
29451,2013-06,000061,农产品,183
29452,2013-06,000778,新兴铸管,183
29453,2013-06,000800,一汽解放,183
29454,2013-06,600252,中恒集团,183
29455,2013-06,600783,鲁信创投,183
29456,2013-06,600839,四川长虹,183
29457,2013-06,600873,梅花集团,183
29458,2013-06,600875,东方电气,183
29459,2013-06,601258,庞大集团,183
29460,2013-06,601928,凤凰传媒,183
29461,2013-06,000729,燕京啤酒,183
29462,2013-06,000999,华润三九,183
29463,2013-06,002399,海普瑞,183
29464,2013-06,002422,科伦药业,183
29465,2013-06,600011,华能国际,183
29466,2013-06,600027,华电国际,183
29467,2013-06,600600,青岛啤酒,183
29468,2013-06,600642,申能股份,183
29469,2013-06,600863,内蒙华电,183
29470,2013-06,601098,中南传媒,183
29471,2013-06,601117,中国化学,183
29472,2013-06,601808,中海油服,183
29473,2013-06,601898,中煤能源,183
29474,2013-06,601992,金隅集团,183
29475,2013-06,000581,威孚高科,183
29476,2013-06,000629,攀钢钒钛,183
29477,2013-06,000937,冀中能源,183
29478,2013-06,000983,山西焦煤,183
29479,2013-06,002038,双鹭药业,183
29480,2013-06,002353,杰瑞股份,183
29481,2013-06,002375,亚厦股份,183
29482,2013-06,600166,福田汽车,183
29483,2013-06,600315,上海家化,183
29484,2013-06,600549,厦门钨业,183
29485,2013-06,601158,重庆水务,183
29486,2013-06,601699,潞安环能,183
29487,2013-06,000024,招商地产,183
29488,2013-06,000839,中信国安,183
29489,2013-06,000878,云南铜业,183
29490,2013-06,000960,锡业股份,183
29491,2013-06,000970,中科三环,183
29492,2013-06,002001,新和成,183
29493,2013-06,002310,东方园林,183
29494,2013-06,002344,海宁皮城,183
29495,2013-06,002570,贝因美,183
29496,2013-06,600108,亚盛集团,183
29497,2013-06,600316,洪都航空,183
29498,2013-06,600348,华阳股份,183
29499,2013-06,600497,驰宏锌锗,183
29500,2013-06,600516,方大炭素,183
29501,2013-06,600809,山西汾酒,183
29502,2013-06,601168,西部矿业,183
29503,2013-06,000401,冀东水泥,183
29504,2013-06,000869,张裕,183
29505,2013-06,002603,以岭药业,183
29506,2013-06,600058,五矿发展,183
29507,2013-06,600143,金发科技,183
29508,2013-06,600267,海正药业,183
29509,2013-06,600395,盘江股份,183
29510,2013-06,600498,烽火通信,183
29511,2013-06,600655,豫园股份,183
29512,2013-06,600664,哈药股份,183
29513,2013-06,601299,中国北车,183
29514,2013-06,600832,明珠集团,183
29515,2013-06,000562,宏源证券,183
29516,2013-06,000012,南玻集团,183
29517,2013-06,000718,苏宁环球,183
29518,2013-06,000758,中色股份,183
29519,2013-06,000961,中南建设,183
29520,2013-06,002106,莱宝高科,183
29521,2013-06,600062,华润双鹤,183
29522,2013-06,600096,云天化,183
29523,2013-06,600123,兰花科创,183
29524,2013-06,600216,浙江医药,183
29525,2013-06,600219,南山铝业,183
29526,2013-06,600259,广晟有色,183
29527,2013-06,600376,首开股份,183
29528,2013-06,600546,山煤国际,183
29529,2013-06,600895,张江高科,183
29530,2013-06,601238,广汽集团,183
29531,2013-06,601666,平煤股份,183
29532,2013-06,601918,新集能源,183
29533,2013-06,000046,泛海控股,183
